"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00060299","BARKHAMSTED, CT US","2018-02-25",,"50","34","34"
"USC00060299","BARKHAMSTED, CT US","2018-02-26",,"39","30","38"
"USC00060299","BARKHAMSTED, CT US","2018-02-27",,"50","22","25"
"USC00060299","BARKHAMSTED, CT US","2018-02-28",,"52","22","31"
"USC00060299","BARKHAMSTED, CT US","2018-03-01",,"61","29","31"
"USC00060299","BARKHAMSTED, CT US","2018-03-03",,"40","30","34"
"USC00060299","BARKHAMSTED, CT US","2018-03-04",,"44","32","34"
"USC00060299","BARKHAMSTED, CT US","2018-03-05",,"38","29","30"
"USC00060299","BARKHAMSTED, CT US","2018-03-06",,"40","22","22"
"USC00060299","BARKHAMSTED, CT US","2018-03-07",,"46","22","29"
"USC00060299","BARKHAMSTED, CT US","2018-03-08",,"31","28","30"
"USC00060299","BARKHAMSTED, CT US","2018-03-09",,"37","20","27"
"USC00060299","BARKHAMSTED, CT US","2018-03-10",,"38","27","28"
"USC00060299","BARKHAMSTED, CT US","2018-03-11",,"36","26","26"
"USC00060299","BARKHAMSTED, CT US","2018-03-12",,"40","19","20"
"USC00060299","BARKHAMSTED, CT US","2018-03-13",,"42","20","30"
"USC00060299","BARKHAMSTED, CT US","2018-03-14",,"34","26","26"
"USC00060299","BARKHAMSTED, CT US","2018-03-15",,"38","24","28"
"USC00060299","BARKHAMSTED, CT US","2018-03-16",,"44","27","28"
"USC00060299","BARKHAMSTED, CT US","2018-03-17",,"34","6","22"
"USC00060299","BARKHAMSTED, CT US","2018-03-18",,"42","12","14"
"USC00060299","BARKHAMSTED, CT US","2018-03-19",,"33","11","21"
"USC00060299","BARKHAMSTED, CT US","2018-03-20",,"38","14","18"
"USC00060299","BARKHAMSTED, CT US","2018-03-21",,"39","15","30"
"USC00060299","BARKHAMSTED, CT US","2018-03-22",,"37","28","33"
"USC00060299","BARKHAMSTED, CT US","2018-03-23",,"50","28","32"
"USC00060299","BARKHAMSTED, CT US","2018-03-24",,"49","26","30"
"USC00060299","BARKHAMSTED, CT US","2018-03-25",,"48","28","32"
"USC00060299","BARKHAMSTED, CT US","2018-03-26",,"44","20","26"
"USC00060299","BARKHAMSTED, CT US","2018-03-27",,"44","20","21"
"USC00060299","BARKHAMSTED, CT US","2018-03-28",,"49","21","35"
"USC00060299","BARKHAMSTED, CT US","2018-03-31",,"52","32","37"
"USC00060299","BARKHAMSTED, CT US","2018-04-01",,"59","33","41"
"USC00060299","BARKHAMSTED, CT US","2018-04-02",,"54","26","28"
"USC00060299","BARKHAMSTED, CT US","2018-04-03",,"44","26","26"
"USC00060299","BARKHAMSTED, CT US","2018-04-04",,"40","26","34"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-01",,"15","-5",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-02",,"22","-6",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-03",,"25","0",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-04",,"27","18",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-05",,"21","5",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-06",,"13","3",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-07",,"16","-14",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-08",,"30","15",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-09",,"41","17",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-10",,"35","9",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-11",,"44","24",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-12",,"58","33",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-13",,"57","15",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-14",,"25","11",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-15",,"22","11",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-16",,"33","16",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-17",,"34","19",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-18",,"30","10",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-19",,"33","11",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-20",,"47","20",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-21",,"49","22",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-22",,"40","33",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-23",,"55","34",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-24",,"43","22",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-25",,"30","20",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-26",,"37","13",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-27",,"50","18",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-28",,"48","33",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-29",,"43","29",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-30",,"35","21",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-01-31",,"31","12",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-01",,"40","29",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-02",,"34","13",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-03",,"28","10",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-04",,"44","27",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-05",,"43","18",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-06",,"34","17",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-07",,"36","21",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-08",,"30","18",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-09",,"30","13",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-10",,"47","24",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-11",,"51","38",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-12",,"52","27",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-13",,"35","22",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-14",,"49","27",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-15",,"50","36",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-16",,"54","35",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-17",,"40","27",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-18",,"43","22",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-19",,"46","18",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-20",,"63","45",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-21",,"70","48",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-22",,"54","33",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-23",,"38","31",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-24",,"55","34",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-25",,"42","38",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-26",,"51","32",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-27",,"53","26",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-02-28",,"54","29",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-01",,"61","33",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-02",,"44","37",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-03",,"50","38",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-04",,"43","32",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-05",,"42","32",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-06",,"46","23",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-08",,"39","29",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-09",,"40","26",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-10",,"38","29",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-11",,"43","21",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-12",,"44","23",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-13",,"37","31",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-14",,"40","29",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-15",,"44","30",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-16",,"39","25",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-17",,"47","23",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-18",,"37","20",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-19",,"40","23",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-20",,"39","20",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-21",,"39","30",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-22",,"51","33",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-23",,"51","29",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-24",,"49","29",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-25",,"45","26",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-26",,"49","22",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-27",,"49","21",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-28",,"55","37",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-29",,"53","38",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-30",,"59","41",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-03-31",,"56","36",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-04-01",,"56","34",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-04-02",,"42","29",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2018-04-03",,"41","25",
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-01",,"16","1","1"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-02",,"16","0","11"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-03",,"25","10","10"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-04",,"27","10","22"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-05",,"25","8","8"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-06",,"14","5","6"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-07",,"14","-6","-6"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-08",,"20","-6","20"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-09",,"28","20","28"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-10",,"43","18","18"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-11",,"39","18","35"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-12",,"45","35","43"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-13",,"57","43","47"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-14",,"49","13","13"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-15",,"25","13","15"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-16",,"25","15","21"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-17",,"36","21","34"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-18",,"35","17","17"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-19",,"31","17","19"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-20",,"36","19","36"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-21",,"52","27","28"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-22",,"47","28","38"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-23",,"45","38","42"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-24",,"54","37","41"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-25",,"42","21","21"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-26",,"33","20","20"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-27",,"37","19","22"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-28",,"51","22","45"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-29",,"49","36","37"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-30",,"43","27","27"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-01-31",,"38","17","18"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-01",,"33","18","33"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-02",,"43","27","27"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-03",,"28","13","14"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-04",,"33","14","33"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-05",,"44","33","33"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-06",,"39","21","24"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-07",,"36","24","26"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-08",,"41","25","25"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-09",,"34","18","18"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-10",,"34","17","34"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-11",,"49","33","44"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-12",,"55","42","42"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-13",,"42","23","23"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-14",,"36","23","33"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-15",,"48","33","42"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-16",,"54","42","50"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-17",,"57","27","27"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-18",,"37","27","37"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-19",,"45","24","24"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-20",,"47","24","47"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-21",,"63","46","52"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-22",,"72","43","43"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-23",,"46","33","33"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-24",,"40","33","36"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-25",,"55","36","39"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-26",,"43","39","39"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-27",,"53","29","29"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-02-28",,"54","29","32"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-01",,"56","32","38"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-02",,"60","37","37"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-03",,"38","36","37"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-04",,"46","37","38"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-05",,"43","32","32"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-06",,"41","28","29"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-07",,"45","28","33"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-08",,"35","32","33"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-09",,"43","30","30"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-10",,"42","30","31"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-11",,"42","28","29"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-12",,"46","28","29"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-13",,"43","29","33"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-14",,"38","30","31"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-15",,"44","30","31"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-16",,"47","29","29"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-17",,"42","26","26"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-18",,"48","22","22"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-19",,"39","22","29"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-20",,"43","26","27"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-21",,"39","26","34"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-22",,"36","30","32"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-23",,"51","30","34"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-24",,"52","34","34"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-25",,"51","34","35"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-26",,"44","27","30"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-27",,"48","25","27"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-28",,"45","27","38"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-29",,"52","38","45"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-30",,"50","44","49"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-03-31",,"60","38","38"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-04-01",,"56","38","43"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-04-02",,"59","30","30"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-04-03",,"42","28","29"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-04-04",,"40","29","40"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-04-05",,"55","32","32"
"USC00060808","BRIDGEPORT SUCCESS HILL, CT US","2018-04-06",,"46","28","32"
"USC00067958","STAFFORDVILLE, CT US","2018-01-01",,"9","-7","-7"
"USC00067958","STAFFORDVILLE, CT US","2018-01-02",,"10","-11","-1"
"USC00067958","STAFFORDVILLE, CT US","2018-01-03",,"17","-2","-2"
"USC00067958","STAFFORDVILLE, CT US","2018-01-04",,"25","-2","19"
"USC00067958","STAFFORDVILLE, CT US","2018-01-05",,"22","8","8"
"USC00067958","STAFFORDVILLE, CT US","2018-01-06",,"10","-4","-2"
"USC00067958","STAFFORDVILLE, CT US","2018-01-07",,"8","-15","-14"
"USC00067958","STAFFORDVILLE, CT US","2018-01-08",,"16","-16","16"
"USC00067958","STAFFORDVILLE, CT US","2018-01-09",,"30","15","17"
"USC00067958","STAFFORDVILLE, CT US","2018-01-10",,"38","12","13"
"USC00067958","STAFFORDVILLE, CT US","2018-01-11",,"36","8","34"
"USC00067958","STAFFORDVILLE, CT US","2018-01-12",,"49","34","47"
"USC00067958","STAFFORDVILLE, CT US","2018-01-13",,"62","45","60"
"USC00067958","STAFFORDVILLE, CT US","2018-01-14",,"60","10","10"
"USC00067958","STAFFORDVILLE, CT US","2018-01-15",,"21","6","10"
"USC00067958","STAFFORDVILLE, CT US","2018-01-16",,"19","10","19"
"USC00067958","STAFFORDVILLE, CT US","2018-01-17",,"31","17","30"
"USC00067958","STAFFORDVILLE, CT US","2018-01-18",,"33","10","10"
"USC00067958","STAFFORDVILLE, CT US","2018-01-19",,"27","9","12"
"USC00067958","STAFFORDVILLE, CT US","2018-01-20",,"32","9","32"
"USC00067958","STAFFORDVILLE, CT US","2018-01-21",,"44","30","30"
"USC00067958","STAFFORDVILLE, CT US","2018-01-22",,"45","27","32"
"USC00067958","STAFFORDVILLE, CT US","2018-01-23",,"38","32","37"
"USC00067958","STAFFORDVILLE, CT US","2018-01-24",,"56","31","33"
"USC00067958","STAFFORDVILLE, CT US","2018-01-25",,"35","15","15"
"USC00067958","STAFFORDVILLE, CT US","2018-01-26",,"26","9","9"
"USC00067958","STAFFORDVILLE, CT US","2018-01-27",,"31","7","28"
"USC00067958","STAFFORDVILLE, CT US","2018-01-28",,"49","27","41"
"USC00067958","STAFFORDVILLE, CT US","2018-01-29",,"45","29","31"
"USC00067958","STAFFORDVILLE, CT US","2018-01-30",,"45","19","19"
"USC00067958","STAFFORDVILLE, CT US","2018-01-31",,"30","11","12"
"USC00067958","STAFFORDVILLE, CT US","2018-02-01",,"29","10","26"
"USC00067958","STAFFORDVILLE, CT US","2018-02-02",,"42","25","29"
"USC00067958","STAFFORDVILLE, CT US","2018-02-03",,"29","0","1"
"USC00067958","STAFFORDVILLE, CT US","2018-02-04",,"26","0","26"
"USC00067958","STAFFORDVILLE, CT US","2018-02-05",,"42","26","34"
"USC00067958","STAFFORDVILLE, CT US","2018-02-06",,"35","13","17"
"USC00067958","STAFFORDVILLE, CT US","2018-02-07",,"28","11","12"
"USC00067958","STAFFORDVILLE, CT US","2018-02-08",,"38","12","21"
"USC00067958","STAFFORDVILLE, CT US","2018-02-09",,"27","10","10"
"USC00067958","STAFFORDVILLE, CT US","2018-02-10",,"33","8","33"
"USC00067958","STAFFORDVILLE, CT US","2018-02-11",,"45","33","37"
"USC00067958","STAFFORDVILLE, CT US","2018-02-12",,"56","36","38"
"USC00067958","STAFFORDVILLE, CT US","2018-02-13",,"38","18","18"
"USC00067958","STAFFORDVILLE, CT US","2018-02-14",,"35","17","28"
"USC00067958","STAFFORDVILLE, CT US","2018-02-15",,"45","28","36"
"USC00067958","STAFFORDVILLE, CT US","2018-02-16",,"47","35","46"
"USC00067958","STAFFORDVILLE, CT US","2018-02-17",,"48","20","21"
"USC00067958","STAFFORDVILLE, CT US","2018-02-18",,"38","21","28"
"USC00067958","STAFFORDVILLE, CT US","2018-02-19",,"41","15","16"
"USC00067958","STAFFORDVILLE, CT US","2018-02-20",,"49","15","46"
"USC00067958","STAFFORDVILLE, CT US","2018-02-21",,"64","46","53"
"USC00067958","STAFFORDVILLE, CT US","2018-02-22",,"72","41","41"
"USC00067958","STAFFORDVILLE, CT US","2018-02-23",,"41","28","28"
"USC00067958","STAFFORDVILLE, CT US","2018-02-24",,"39","27","38"
"USC00067958","STAFFORDVILLE, CT US","2018-02-25",,"52","33","33"
"USC00067958","STAFFORDVILLE, CT US","2018-02-26",,"38","33","34"
"USC00067958","STAFFORDVILLE, CT US","2018-02-27",,"47","24","24"
"USC00067958","STAFFORDVILLE, CT US","2018-02-28",,"51","24","29"
"USC00067958","STAFFORDVILLE, CT US","2018-03-01",,"58","28","30"
"USC00067958","STAFFORDVILLE, CT US","2018-03-02",,"58","30","34"
"USC00067958","STAFFORDVILLE, CT US","2018-03-03",,"39","32","33"
"USC00067958","STAFFORDVILLE, CT US","2018-03-04",,"40","33","34"
"USC00067958","STAFFORDVILLE, CT US","2018-03-05",,"40","29","29"
"USC00067958","STAFFORDVILLE, CT US","2018-03-06",,"41","24","24"
"USC00067958","STAFFORDVILLE, CT US","2018-03-07",,"33","24","28"
"USC00067958","STAFFORDVILLE, CT US","2018-03-08",,"43","23","28"
"USC00067958","STAFFORDVILLE, CT US","2018-03-09",,"36","18","19"
"USC00067958","STAFFORDVILLE, CT US","2018-03-10",,"34","19","27"
"USC00067958","STAFFORDVILLE, CT US","2018-03-11",,"37","21","21"
"USC00067958","STAFFORDVILLE, CT US","2018-03-12",,"41","20","26"
"USC00067958","STAFFORDVILLE, CT US","2018-03-13",,"40","26","30"
"USC00067958","STAFFORDVILLE, CT US","2018-03-14",,"30","23","26"
"USC00067958","STAFFORDVILLE, CT US","2018-03-15",,"36","23","28"
"USC00067958","STAFFORDVILLE, CT US","2018-03-16",,"40","23","23"
"USC00067958","STAFFORDVILLE, CT US","2018-03-17",,"34","19","20"
"USC00067958","STAFFORDVILLE, CT US","2018-03-18",,"40","11","11"
"USC00067958","STAFFORDVILLE, CT US","2018-03-19",,"31","11","18"
"USC00067958","STAFFORDVILLE, CT US","2018-03-20",,"35","15","15"
"USC00067958","STAFFORDVILLE, CT US","2018-03-21",,"39","14","29"
"USC00067958","STAFFORDVILLE, CT US","2018-03-22",,"34","29","30"
"USC00067958","STAFFORDVILLE, CT US","2018-03-23",,"48","25","25"
"USC00067958","STAFFORDVILLE, CT US","2018-03-24",,"44","25","31"
"USC00067958","STAFFORDVILLE, CT US","2018-03-25",,"44","31","32"
"USC00067958","STAFFORDVILLE, CT US","2018-03-26",,"38","21","21"
"USC00067958","STAFFORDVILLE, CT US","2018-03-27",,"43","20","20"
"USC00067958","STAFFORDVILLE, CT US","2018-03-28",,"48","19","33"
"USC00067958","STAFFORDVILLE, CT US","2018-03-29",,"53","32","33"
"USC00067958","STAFFORDVILLE, CT US","2018-03-30",,"52","32","49"
