"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-11",,"38","16","30"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-12",,"51","30","40"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-13",,"60","40","57"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-14",,"57","17","17"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-15",,"27","15","18"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-16",,"24","18","23"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-17",,"38","22","34"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-18",,"37","20","20"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-19",,"32","20","20"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-20",,"37","20","37"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-21",,"50","28","28"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-22",,"51","28","36"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-23",,"43","36","41"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-24",,"56","38","38"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-25",,"40","22","22"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-26",,"31","19","19"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-27",,"37","19","22"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-28",,"51","22","47"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-29",,"51","35","37"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-30",,"41","24","24"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-01-31",,"35","17","17"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-01",,"34","17","32"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-02",,"43","31","31"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-03",,"31","13","13"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-04",,"35","13","35"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-05",,"47","35","39"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-06",,"40","23","24"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-07",,"36","23","23"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-08",,"48","23","27"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-09",,"31","18","19"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-10",,"36","18","35"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-11",,"52","35","44"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-12",,"57","42","42"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-13",,"42","25","26"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-14",,"35","26","34"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-15",,"51","34","43"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-16",,"51","43","47"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-17",,"56","29","29"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-18",,"43","29","32"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-19",,"44","24","24"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-20",,"51","24","51"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-21",,"63","48","55"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-22",,"66","46","46"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-23",,"46","33","34"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-24",,"42","34","39"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-25",,"56","39","40"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-26",,"42","40","41"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-27",,"51","35","35"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-02-28",,"54","35","36"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-01",,"55","36","39"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-02",,"64","39","39"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-03",,"45","38","41"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-04",,"45","40","40"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-05",,"44","33","34"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-06",,"46","30","32"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-07",,"46","32","35"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-08",,"38","31","35"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-09",,"41","31","31"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-10",,"41","31","33"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-11",,"41","31","32"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-12",,"46","28","28"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-13",,"44","28","34"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-14",,"34","28","28"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-15",,"40","28","34"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-16",,"45","30","33"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-17",,"40","27","27"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-18",,"47","21","21"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-19",,"37","21","27"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-20",,"41","25","25"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-21",,"42","25","36"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-22",,"39","32","35"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-23",,"52","32","35"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-24",,"50","35","37"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-25",,"47","37","37"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-26",,"40","27","27"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-27",,"47","25","25"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-28",,"53","25","41"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-29",,"57","41","41"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-30",,"55","41","51"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-03-31",,"59","40","40"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-04-01",,"58","40","44"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-04-02",,"58","31","31"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-04-03",,"41","30","30"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-04-04",,"42","30","42"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-04-05",,"56","33","33"
"USC00065910","NORWICH PUB UTILITY PLANT, CT US","2018-04-06",,"43","26","26"
"USC00060973","BURLINGTON, CT US","2018-01-01",,"7","-5","-3"
"USC00060973","BURLINGTON, CT US","2018-01-02",,"10","-4","-1"
"USC00060973","BURLINGTON, CT US","2018-01-03",,"21","-2","6"
"USC00060973","BURLINGTON, CT US","2018-01-04",,"26","5","20"
"USC00060973","BURLINGTON, CT US","2018-01-05",,"22","4","7"
"USC00060973","BURLINGTON, CT US","2018-01-06",,"14","1","3"
"USC00060973","BURLINGTON, CT US","2018-01-07",,"17","-7","-6"
"USC00060973","BURLINGTON, CT US","2018-01-08",,"21","-6","15"
"USC00060973","BURLINGTON, CT US","2018-01-09",,"33","15","32"
"USC00060973","BURLINGTON, CT US","2018-01-10",,"38","10","13"
"USC00060973","BURLINGTON, CT US","2018-01-11",,"40","10","34"
"USC00060973","BURLINGTON, CT US","2018-01-12",,"52","34","49"
"USC00060973","BURLINGTON, CT US","2018-01-13",,"60","30","32"
"USC00060973","BURLINGTON, CT US","2018-01-14",,"32","8","9"
"USC00060973","BURLINGTON, CT US","2018-01-15",,"22","6","13"
"USC00060973","BURLINGTON, CT US","2018-01-16",,"22","10","21"
"USC00060973","BURLINGTON, CT US","2018-01-17",,"32","19","31"
"USC00060973","BURLINGTON, CT US","2018-01-18",,"36","10","18"
"USC00060973","BURLINGTON, CT US","2018-01-19",,"29","13","14"
"USC00060973","BURLINGTON, CT US","2018-01-20",,"42","12","35"
"USC00060973","BURLINGTON, CT US","2018-01-21",,"47","30","32"
"USC00060973","BURLINGTON, CT US","2018-01-22",,"49","30","35"
"USC00060973","BURLINGTON, CT US","2018-01-23",,"38","34","38"
"USC00060973","BURLINGTON, CT US","2018-01-24",,"48","33","36"
"USC00060973","BURLINGTON, CT US","2018-01-25",,"40","20","20"
"USC00060973","BURLINGTON, CT US","2018-01-26",,"30","18","20"
"USC00060973","BURLINGTON, CT US","2018-01-27",,"38","19","32"
"USC00060973","BURLINGTON, CT US","2018-01-28",,"53","32","42"
"USC00060973","BURLINGTON, CT US","2018-01-29",,"48","30","33"
"USC00060973","BURLINGTON, CT US","2018-01-30",,"40","23","26"
"USC00060973","BURLINGTON, CT US","2018-01-31",,"35","15","19"
"USC00060973","BURLINGTON, CT US","2018-02-01",,"33","18","30"
"USC00060973","BURLINGTON, CT US","2018-02-02",,"43","21","24"
"USC00060973","BURLINGTON, CT US","2018-02-03",,"24","5","15"
"USC00060973","BURLINGTON, CT US","2018-02-04",,"35","13","33"
"USC00060973","BURLINGTON, CT US","2018-02-05",,"42","31","34"
"USC00060973","BURLINGTON, CT US","2018-02-06",,"34","12","22"
"USC00060973","BURLINGTON, CT US","2018-02-07",,"32","14","25"
"USC00060973","BURLINGTON, CT US","2018-02-08",,"33","17","24"
"USC00060973","BURLINGTON, CT US","2018-02-09",,"29","7","17"
"USC00060973","BURLINGTON, CT US","2018-02-10",,"37","17","36"
"USC00060973","BURLINGTON, CT US","2018-02-11",,"43","35","37"
"USC00060973","BURLINGTON, CT US","2018-02-12",,"56","34","34"
"USC00060973","BURLINGTON, CT US","2018-02-13",,"40","20","24"
"USC00060973","BURLINGTON, CT US","2018-02-14",,"37","19","35"
"USC00060973","BURLINGTON, CT US","2018-02-15",,"51","33","41"
"USC00060973","BURLINGTON, CT US","2018-02-16",,"52","41","46"
"USC00060973","BURLINGTON, CT US","2018-02-17",,"51","23","28"
"USC00060973","BURLINGTON, CT US","2018-02-18",,"38","24","34"
"USC00060973","BURLINGTON, CT US","2018-02-19",,"42","17","24"
"USC00060973","BURLINGTON, CT US","2018-02-20",,"48","24","44"
"USC00060973","BURLINGTON, CT US","2018-02-21",,"68","44","62"
"USC00060973","BURLINGTON, CT US","2018-02-22",,"80","40","44"
"USC00060973","BURLINGTON, CT US","2018-02-23",,"44","28","33"
"USC00060973","BURLINGTON, CT US","2018-02-24",,"47","31","42"
"USC00060973","BURLINGTON, CT US","2018-02-25",,"51","34","36"
"USC00060973","BURLINGTON, CT US","2018-02-26",,"42","32","42"
"USC00060973","BURLINGTON, CT US","2018-02-27",,"50","25","40"
"USC00060973","BURLINGTON, CT US","2018-02-28",,"55","32","44"
"USC00060973","BURLINGTON, CT US","2018-03-01",,"61","30","45"
"USC00060973","BURLINGTON, CT US","2018-03-03",,"55","34","36"
"USC00060973","BURLINGTON, CT US","2018-03-04",,"46","33","37"
"USC00060973","BURLINGTON, CT US","2018-03-05",,"41","29","34"
"USC00060973","BURLINGTON, CT US","2018-03-06",,"42","25","35"
"USC00060973","BURLINGTON, CT US","2018-03-07",,"48","28","30"
"USC00060973","BURLINGTON, CT US","2018-03-08",,"35","28","32"
"USC00060973","BURLINGTON, CT US","2018-03-09",,"39","23","29"
"USC00060973","BURLINGTON, CT US","2018-03-10",,"40","27","34"
"USC00060973","BURLINGTON, CT US","2018-03-11",,"39","26","31"
"USC00060973","BURLINGTON, CT US","2018-03-12",,"44","24","28"
"USC00060973","BURLINGTON, CT US","2018-03-13",,"43","27","33"
"USC00060973","BURLINGTON, CT US","2018-03-14",,"36","25","30"
"USC00060973","BURLINGTON, CT US","2018-03-15",,"40","18","31"
"USC00060973","BURLINGTON, CT US","2018-03-16",,"45","22","30"
"USC00060973","BURLINGTON, CT US","2018-03-17",,"36","5","27"
"USC00060973","BURLINGTON, CT US","2018-03-18",,"45","15","16"
"USC00060973","BURLINGTON, CT US","2018-03-19",,"34","9","26"
"USC00060973","BURLINGTON, CT US","2018-03-20",,"38","19","23"
"USC00060973","BURLINGTON, CT US","2018-03-21",,"41","21","31"
"USC00060973","BURLINGTON, CT US","2018-03-22",,"37","23","34"
"USC00060973","BURLINGTON, CT US","2018-03-23",,"51","30","36"
"USC00060973","BURLINGTON, CT US","2018-03-24",,"50","29","37"
"USC00060973","BURLINGTON, CT US","2018-03-25",,"48","32","34"
"USC00060973","BURLINGTON, CT US","2018-03-26",,"45","22","35"
"USC00060973","BURLINGTON, CT US","2018-03-27",,"49","20","31"
"USC00060973","BURLINGTON, CT US","2018-03-28",,"49","19","39"
"USC00060973","BURLINGTON, CT US","2018-03-31",,"57","34","40"
"USC00060973","BURLINGTON, CT US","2018-04-01",,"59","39","45"
"USC00060973","BURLINGTON, CT US","2018-04-02",,"56","28","32"
"USC00060973","BURLINGTON, CT US","2018-04-03",,"42","26","36"
"USC00060973","BURLINGTON, CT US","2018-04-04",,"40","32","38"
"USC00063207","GROTON, CT US","2018-02-01",,"41","33","36"
"USC00063207","GROTON, CT US","2018-02-02",,"37","14","14"
"USC00063207","GROTON, CT US","2018-02-03",,"31","13","31"
"USC00063207","GROTON, CT US","2018-02-04",,"46","30","45"
"USC00063207","GROTON, CT US","2018-02-05",,"48","25","25"
"USC00063207","GROTON, CT US","2018-02-06",,"34","22","26"
"USC00063207","GROTON, CT US","2018-02-07",,"50","24","44"
"USC00063207","GROTON, CT US","2018-02-08",,"44","25","25"
"USC00063207","GROTON, CT US","2018-02-09",,"35","18","33"
"USC00063207","GROTON, CT US","2018-02-10",,"52","31","48"
"USC00063207","GROTON, CT US","2018-02-11",,"53","43","53"
"USC00063207","GROTON, CT US","2018-02-12",,"57","33","33"
"USC00063207","GROTON, CT US","2018-02-13",,"36","25","31"
"USC00063207","GROTON, CT US","2018-02-14",,"48","30","39"
"USC00063207","GROTON, CT US","2018-02-15",,"48","39","43"
"USC00063207","GROTON, CT US","2018-02-16",,"56","38","38"
"USC00063207","GROTON, CT US","2018-02-17",,"38","29","33"
"USC00063207","GROTON, CT US","2018-02-18",,"45","33","33"
"USC00063207","GROTON, CT US","2018-02-19",,"49","26","45"
"USC00063207","GROTON, CT US","2018-02-20",,"53","45","47"
"USC00063207","GROTON, CT US","2018-02-21",,"61","46","57"
"USC00063207","GROTON, CT US","2018-02-22",,"58","34","35"
"USC00063207","GROTON, CT US","2018-02-23",,"41","32","39"
"USC00063207","GROTON, CT US","2018-02-24",,"57","39","43"
"USC00063207","GROTON, CT US","2018-02-25",,"44","40","41"
"USC00063207","GROTON, CT US","2018-02-26",,"52","36","37"
"USC00063207","GROTON, CT US","2018-02-27",,"63","33","40"
"USC00063207","GROTON, CT US","2018-02-28",,"50","34","44"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-01",,"10","-4","-1"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-02",,"12","-3","3"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-03",,"17","-3","-2"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-04",,"25","-3","20"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-05",,"27","6","7"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-06",,"19","4","5"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-07",,"10","-14","-11"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-08",,"20","-11","19"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-09",,"32","19","25"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-10",,"38","7","8"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-11",,"35","8","30"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-12",,"47","29","47"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-13",,"62","47","60"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-14",,"60","14","14"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-15",,"24","12","14"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-16",,"17","9","17"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-17",,"32","16","29"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-18",,"33","13","14"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-19",,"27","8","10"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-20",,"34","10","31"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-21",,"47","25","30"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-22",,"51","28","32"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-23",,"36","31","33"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-24",,"54","32","35"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-25",,"35","16","16"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-26",,"27","12","14"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-27",,"38","14","25"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-28",,"50","25","46"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-29",,"50","32","32"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-30",,"36","19","20"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-01-31",,"31","12","12"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-01",,"29","12","28"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-02",,"43","28","29"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-03",,"29","4","9"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-04",,"29","9","29"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-05",,"40","29","34"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-06",,"36","15","19"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-07",,"31","15","15"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-08",,"34","15","22"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-09",,"28","11","11"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-10",,"37","11","35"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-11",,"55","28","40"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-12",,"46","40","41"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-13",,"41","20","20"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-14",,"33","20","28"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-15",,"48","28","36"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-16",,"46","36","42"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-17",,"52","25","26"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-18",,"39","25","31"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-19",,"43","20","21"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-20",,"48","21","46"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-21",,"65","46","51"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-22",,"67","42","42"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-23",,"42","28","29"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-24",,"45","29","45"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-25",,"54","37","37"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-26",,"40","31","31"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-27",,"47","25","25"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-02-28",,"51","25","32"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-01",,"57","31","32"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-02",,"60","32","35"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-03",,"43","35","38"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-04",,"44","38","39"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-05",,"42","30","30"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-06",,"42","26","28"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-07",,"42","25","32"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-08",,"37","29","31"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-09",,"37","24","25"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-10",,"37","25","30"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-11",,"39","30","30"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-12",,"44","22","23"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-13",,"40","23","30"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-14",,"30","24","24"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-15",,"39","24","30"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-16",,"41","27","27"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-17",,"36","25","25"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-18",,"42","16","16"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-19",,"34","16","23"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-20",,"37","17","18"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-21",,"39","18","30"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-22",,"35","29","31"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-23",,"49","25","25"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-24",,"47","25","36"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-25",,"44","34","34"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-26",,"37","23","25"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-27",,"43","21","21"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-28",,"48","21","35"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-29",,"58","32","33"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-30",,"55","33","48"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-03-31",,"57","38","38"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-04-01",,"57","38","45"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-04-02",,"57","28","28"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-04-03",,"37","25","26"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-04-04",,"43","26","36"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-04-05",,"55","27","27"
"USC00069388","WEST THOMPSON LAKE, CT US","2018-04-06",,"41","21","22"
"USC00060299","BARKHAMSTED, CT US","2018-01-01",,"7","-9","-3"
"USC00060299","BARKHAMSTED, CT US","2018-01-02",,"10","-9","4"
"USC00060299","BARKHAMSTED, CT US","2018-01-03",,"21","-1","3"
"USC00060299","BARKHAMSTED, CT US","2018-01-04",,"26","3","21"
"USC00060299","BARKHAMSTED, CT US","2018-01-05",,"22","4","7"
"USC00060299","BARKHAMSTED, CT US","2018-01-06",,"11","-3","1"
"USC00060299","BARKHAMSTED, CT US","2018-01-07",,"10","-8","-7"
"USC00060299","BARKHAMSTED, CT US","2018-01-08",,"16","-8","16"
"USC00060299","BARKHAMSTED, CT US","2018-01-09",,"30","16","30"
"USC00060299","BARKHAMSTED, CT US","2018-01-10",,"36","10","12"
"USC00060299","BARKHAMSTED, CT US","2018-01-11",,"40","10","38"
"USC00060299","BARKHAMSTED, CT US","2018-01-12",,"52","38","50"
"USC00060299","BARKHAMSTED, CT US","2018-01-13",,"58","28","34"
"USC00060299","BARKHAMSTED, CT US","2018-01-14",,"34","6","6"
"USC00060299","BARKHAMSTED, CT US","2018-01-15",,"20","4","10"
"USC00060299","BARKHAMSTED, CT US","2018-01-16",,"20","10","19"
"USC00060299","BARKHAMSTED, CT US","2018-01-17",,"31","17","30"
"USC00060299","BARKHAMSTED, CT US","2018-01-18",,"34","8","14"
"USC00060299","BARKHAMSTED, CT US","2018-01-19",,"28","12","12"
"USC00060299","BARKHAMSTED, CT US","2018-01-20",,"38","10","34"
"USC00060299","BARKHAMSTED, CT US","2018-01-21",,"44","26","30"
"USC00060299","BARKHAMSTED, CT US","2018-01-22",,"44","30","30"
"USC00060299","BARKHAMSTED, CT US","2018-01-23",,"38","30","33"
"USC00060299","BARKHAMSTED, CT US","2018-01-24",,"44","32","32"
"USC00060299","BARKHAMSTED, CT US","2018-01-25",,"32","14","18"
"USC00060299","BARKHAMSTED, CT US","2018-01-26",,"26","10","11"
"USC00060299","BARKHAMSTED, CT US","2018-01-27",,"36","10","22"
"USC00060299","BARKHAMSTED, CT US","2018-01-28",,"50","22","40"
"USC00060299","BARKHAMSTED, CT US","2018-01-29",,"48","28","29"
"USC00060299","BARKHAMSTED, CT US","2018-01-30",,"40","22","24"
"USC00060299","BARKHAMSTED, CT US","2018-01-31",,"34","11","15"
"USC00060299","BARKHAMSTED, CT US","2018-02-01",,"32","15","26"
"USC00060299","BARKHAMSTED, CT US","2018-02-02",,"40","12","20"
"USC00060299","BARKHAMSTED, CT US","2018-02-03",,"23","0","12"
"USC00060299","BARKHAMSTED, CT US","2018-02-04",,"28","12","28"
"USC00060299","BARKHAMSTED, CT US","2018-02-05",,"40","28","32"
"USC00060299","BARKHAMSTED, CT US","2018-02-06",,"34","14","14"
"USC00060299","BARKHAMSTED, CT US","2018-02-07",,"32","12","17"
"USC00060299","BARKHAMSTED, CT US","2018-02-08",,"31","14","18"
"USC00060299","BARKHAMSTED, CT US","2018-02-09",,"27","3","7"
"USC00060299","BARKHAMSTED, CT US","2018-02-10",,"33","4","33"
"USC00060299","BARKHAMSTED, CT US","2018-02-11",,"41","31","36"
"USC00060299","BARKHAMSTED, CT US","2018-02-12",,"54","32","34"
"USC00060299","BARKHAMSTED, CT US","2018-02-13",,"38","16","18"
"USC00060299","BARKHAMSTED, CT US","2018-02-14",,"33","18","31"
"USC00060299","BARKHAMSTED, CT US","2018-02-15",,"52","30","36"
"USC00060299","BARKHAMSTED, CT US","2018-02-16",,"52","32","43"
"USC00060299","BARKHAMSTED, CT US","2018-02-17",,"50","22","24"
"USC00060299","BARKHAMSTED, CT US","2018-02-18",,"36","21","31"
"USC00060299","BARKHAMSTED, CT US","2018-02-19",,"40","14","18"
"USC00060299","BARKHAMSTED, CT US","2018-02-20",,"46","18","44"
"USC00060299","BARKHAMSTED, CT US","2018-02-21",,"68","42","54"
"USC00060299","BARKHAMSTED, CT US","2018-02-22",,"78","38","42"
"USC00060299","BARKHAMSTED, CT US","2018-02-23",,"42","26","38"
"USC00060299","BARKHAMSTED, CT US","2018-02-24",,"42","36","39"
